Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
commons-validator,org.apache.commons.validator,UrlTest,testIsValid,Magic Number,The method contains a magic number: 6,126
commons-validator,org.apache.commons.validator,UrlTest,testValidator202,Long Statement,The length of the statement "urlValidator.isValid("http://www.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.logoworks.comwww.log");" is 532.,216
commons-validator,org.apache.commons.validator,ValidatorResourcesTest,testNullInputStream,Empty catch clause,The method has an empty catch block.,30
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidator,calculateQuarter,Magic Number,The method contains a magic number: 12,88
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidator,calculateQuarter,Magic Number,The method contains a magic number: 3,88
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidator,calculateQuarter,Magic Number,The method contains a magic number: 10,88
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidator,compare,Complex Conditional,The conditional expression result != 0 || field == Calendar.DATE || field == Calendar.DAY_OF_WEEK || field == Calendar.DAY_OF_WEEK_IN_MONTH is complex.,111
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidator,compareTime,Complex Conditional,The conditional expression result != 0 || field == Calendar.HOUR || field == Calendar.HOUR_OF_DAY is complex.,189
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidator,determineScale,Complex Method,Cyclomatic complexity of the method is 8,75
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidator,determineScale,Magic Number,The method contains a magic number: 100,75
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidator,determineScale,Magic Number,The method contains a magic number: 2,75
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidator,determineScale,Magic Number,The method contains a magic number: 1000,75
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidator,determineScale,Magic Number,The method contains a magic number: 3,75
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidator,determineScale,Magic Number,The method contains a magic number: 2,75
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidator,getFormat,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@1f2aa768,108
commons-validator,org.apache.commons.validator.routines,CodeValidator,validate,Complex Conditional,The conditional expression minLength >= 0 && code.length() < minLength || maxLength >= 0 && code.length() > maxLength is complex.,244
commons-validator,org.apache.commons.validator.routines,CreditCardValidator,CreditCardValidator,Complex Method,Cyclomatic complexity of the method is 8,439
commons-validator,org.apache.commons.validator.routines,CreditCardValidator,CreditCardValidator,Long Identifier,The length of the field MASTERCARD_VALIDATOR_PRE_OCT2016 is 32.,439
commons-validator,org.apache.commons.validator.routines,DomainValidator,getTLDEntries,Complex Method,Cyclomatic complexity of the method is 11,1857
commons-validator,org.apache.commons.validator.routines,DomainValidator,getTLDEntries,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4824f702,1857
commons-validator,org.apache.commons.validator.routines,DomainValidator,isOnlyASCII,Magic Number,The method contains a magic number: 0x7F,1907
commons-validator,org.apache.commons.validator.routines,DomainValidator,unicodeToASCII,Complex Method,Cyclomatic complexity of the method is 8,1919
commons-validator,org.apache.commons.validator.routines,DomainValidator,unicodeToASCII,Long Identifier,The length of the field IDN_TOASCII_PRESERVES_TRAILING_DOTS is 35.,1919
commons-validator,org.apache.commons.validator.routines,DomainValidator,unicodeToASCII,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@7142201d,1919
commons-validator,org.apache.commons.validator.routines,DomainValidator,updateTLDOverride,Complex Method,Cyclomatic complexity of the method is 13,1964
commons-validator,org.apache.commons.validator.routines,DomainValidator,updateTLDOverride,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3b19d8ba,1964
commons-validator,org.apache.commons.validator.routines,DomainValidator,DomainValidator,Complex Method,Cyclomatic complexity of the method is 9,2097
commons-validator,org.apache.commons.validator.routines,DomainValidator,DomainValidator,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@546aa43c,2097
commons-validator,org.apache.commons.validator.routines,DomainValidator,getOverrides,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@480a16ab,2166
commons-validator,org.apache.commons.validator.routines,DomainValidator,isValidCountryCodeTld,Long Statement,The length of the statement "return (arrayContains(COUNTRY_CODE_TLDS`key) || arrayContains(myCountryCodeTLDsPlus`key)) && !arrayContains(myCountryCodeTLDsMinus`key);" is 136.,2236
commons-validator,org.apache.commons.validator.routines,DomainValidator,isValidGenericTld,Long Statement,The length of the statement "return (arrayContains(GENERIC_TLDS`key) || arrayContains(myGenericTLDsPlus`key)) && !arrayContains(myGenericTLDsMinus`key);" is 123.,2265
commons-validator,org.apache.commons.validator.routines,EmailValidator,getInstance,Long Identifier,The length of the field EMAIL_VALIDATOR_WITH_LOCAL_WITH_TLD is 35.,98
commons-validator,org.apache.commons.validator.routines,EmailValidator,isValid,Magic Number,The method contains a magic number: 2,163
commons-validator,org.apache.commons.validator.routines,IBANValidator,isValid,Complex Conditional,The conditional expression formatValidator == null || code.length() != formatValidator.ibanLength || !formatValidator.regexValidator.isValid(code) is complex.,318
commons-validator,org.apache.commons.validator.routines,IBANValidator,isValid,Long Statement,The length of the statement "if (formatValidator == null || code.length() != formatValidator.ibanLength || !formatValidator.regexValidator.isValid(code)) {" is 126.,318
commons-validator,org.apache.commons.validator.routines,InetAddressValidator,isValidInet6Address,Complex Conditional,The conditional expression inet6Address.startsWith(":") && !inet6Address.startsWith("::") || inet6Address.endsWith(":") && !inet6Address.endsWith("::") is complex.,120
commons-validator,org.apache.commons.validator.routines,InetAddressValidator,isValidInet6Address,Complex Conditional,The conditional expression validOctets > IPV6_MAX_HEX_GROUPS || validOctets < IPV6_MAX_HEX_GROUPS && !containsCompressedZeroes is complex.,120
commons-validator,org.apache.commons.validator.routines,InetAddressValidator,isValidInet6Address,Complex Method,Cyclomatic complexity of the method is 21,120
commons-validator,org.apache.commons.validator.routines,InetAddressValidator,isValidInet6Address,Long Statement,The length of the statement "if (inet6Address.startsWith(":") && !inet6Address.startsWith("::") || inet6Address.endsWith(":") && !inet6Address.endsWith("::")) {" is 131.,120
commons-validator,org.apache.commons.validator.routines,InetAddressValidator,isValidInet6Address,Magic Number,The method contains a magic number: 2,120
commons-validator,org.apache.commons.validator.routines,InetAddressValidator,isValidInet6Address,Magic Number,The method contains a magic number: 2,120
commons-validator,org.apache.commons.validator.routines,InetAddressValidator,isValidInet6Address,Magic Number,The method contains a magic number: 2,120
commons-validator,org.apache.commons.validator.routines,InetAddressValidator,isValidInet6Address,Magic Number,The method contains a magic number: 2,120
commons-validator,org.apache.commons.validator.routines,InetAddressValidator,isValidInet6Address,Magic Number,The method contains a magic number: 2,120
commons-validator,org.apache.commons.validator.routines,ISINValidator,isValid,Magic Number,The method contains a magic number: 2,454
commons-validator,org.apache.commons.validator.routines,ISINValidator,validate,Magic Number,The method contains a magic number: 2,470
commons-validator,org.apache.commons.validator.routines,ISSNValidator,extractFromEAN13,Magic Number,The method contains a magic number: 3,128
commons-validator,org.apache.commons.validator.routines,ISSNValidator,extractFromEAN13,Magic Number,The method contains a magic number: 10,128
commons-validator,org.apache.commons.validator.routines,UrlValidator,isValid,Complex Conditional,The conditional expression "file".equals(scheme) && authority != null && authority.contains(":") is complex.,348
commons-validator,org.apache.commons.validator.routines,UrlValidator,isValid,Complex Method,Cyclomatic complexity of the method is 9,348
commons-validator,org.apache.commons.validator.routines,UrlValidator,isValidAuthority,Complex Method,Cyclomatic complexity of the method is 11,403
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidatorTest,createCalendar,Magic Number,The method contains a magic number: 10000,49
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidatorTest,createCalendar,Magic Number,The method contains a magic number: 10000,49
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidatorTest,createCalendar,Magic Number,The method contains a magic number: 100,49
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidatorTest,createCalendar,Magic Number,The method contains a magic number: 100,49
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidatorTest,createCalendar,Magic Number,The method contains a magic number: 10000,49
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidatorTest,createCalendar,Magic Number,The method contains a magic number: 10000,49
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidatorTest,createCalendar,Magic Number,The method contains a magic number: 100,49
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidatorTest,createCalendar,Magic Number,The method contains a magic number: 100,49
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidatorTest,createCalendar,Magic Number,The method contains a magic number: 10000,49
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidatorTest,createCalendar,Magic Number,The method contains a magic number: 100,49
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidatorTest,createCalendar,Magic Number,The method contains a magic number: 10000,49
commons-validator,org.apache.commons.validator.routines,AbstractCalendarValidatorTest,createCalendar,Magic Number,The method contains a magic number: 100,49
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testRangeMinMax,Magic Number,The method contains a magic number: 9,131
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testRangeMinMax,Magic Number,The method contains a magic number: 10,131
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testRangeMinMax,Magic Number,The method contains a magic number: 11,131
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testRangeMinMax,Magic Number,The method contains a magic number: 19,131
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testRangeMinMax,Magic Number,The method contains a magic number: 20,131
commons-validator,org.apache.commons.validator.routines,AbstractNumberValidatorTest,testRangeMinMax,Magic Number,The method contains a magic number: 21,131
commons-validator,org.apache.commons.validator.routines,BigDecimalValidatorTest,testBigDecimalRangeMinMax,Magic Number,The method contains a magic number: 10,78
commons-validator,org.apache.commons.validator.routines,BigDecimalValidatorTest,testBigDecimalRangeMinMax,Magic Number,The method contains a magic number: 20,78
commons-validator,org.apache.commons.validator.routines,BigDecimalValidatorTest,testBigDecimalValidatorMethods,Long Statement,The length of the statement "assertEquals(expected`BigDecimalValidator.getInstance().validate(germanPatternVal`pattern`Locale.GERMAN)`"validate(A) both");" is 125.,112
commons-validator,org.apache.commons.validator.routines,BigDecimalValidatorTest,testBigDecimalValidatorMethods,Magic Number,The method contains a magic number: 12345,112
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,BigIntegerValidatorTest,testBigIntegerValidatorMethods,Long Statement,The length of the statement "assertEquals(expected`BigIntegerValidator.getInstance().validate(germanPatternVal`pattern`Locale.GERMAN)`"validate(A) both");" is 125.,107
commons-validator,org.apache.commons.validator.routines,ByteValidatorTest,setUp,Long Statement,The length of the statement "validCompare=new Number[]{testZero`testNumber`testNumber`testNumber`testNumber`BYTE_MAX_VAL`BYTE_MIN_VAL`BYTE_MAX_VAL`BYTE_MIN_VAL};" is 132.,43
commons-validator,org.apache.commons.validator.routines,ByteValidatorTest,setUp,Magic Number,The method contains a magic number: 123,43
commons-validator,org.apache.commons.validator.routines,ByteValidatorTest,testByteRangeMinMax,Magic Number,The method contains a magic number: 10,84
commons-validator,org.apache.commons.validator.routines,ByteValidatorTest,testByteRangeMinMax,Magic Number,The method contains a magic number: 20,84
commons-validator,org.apache.commons.validator.routines,ByteValidatorTest,testByteValidatorMethods,Magic Number,The method contains a magic number: 123,117
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCalendarValidatorMethods,Long Statement,The length of the statement "assertEquals(expected`CalendarValidator.getInstance().validate(germanVal`germanPattern`Locale.GERMAN).getTime()`"validate(A) both");" is 132.,99
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCalendarValidatorMethods,Long Statement,The length of the statement "assertEquals(expectedZone`CalendarValidator.getInstance().validate(localeVal`locale`zone).getTime()`"validate(C) locale ");" is 123.,99
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCalendarValidatorMethods,Long Statement,The length of the statement "assertEquals(expectedZone`CalendarValidator.getInstance().validate(patternVal`pattern`zone).getTime()`"validate(C) pattern");" is 125.,99
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCalendarValidatorMethods,Long Statement,The length of the statement "assertEquals(expectedZone`CalendarValidator.getInstance().validate(germanVal`germanPattern`Locale.GERMAN`zone).getTime()`"validate(C) both");" is 141.,99
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCalendarValidatorMethods,Magic Number,The method contains a magic number: 20051231,99
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCalendarValidatorMethods,Magic Number,The method contains a magic number: 20051231,99
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 124522,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050823,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 115922,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 124422,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 124521,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050824,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050822,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050830,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050816,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050901,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050801,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050731,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20051101,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20051001,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050701,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050630,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20060101,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050101,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 20041231,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 2,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 2,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 2,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 2,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 2,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testCompare,Magic Number,The method contains a magic number: 2,145
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testFormat,Magic Number,The method contains a magic number: 20051231,252
commons-validator,org.apache.commons.validator.routines,CalendarValidatorTest,testFormat,Magic Number,The method contains a magic number: 11500,252
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 13,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 13,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 13,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 10,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 20,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 10,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 20,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 13,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 13,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 13,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 10,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 20,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 10,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testConstructors,Magic Number,The method contains a magic number: 20,61
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Magic Number,The method contains a magic number: 11,112
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Magic Number,The method contains a magic number: 11,112
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Magic Number,The method contains a magic number: 21,112
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Magic Number,The method contains a magic number: 21,112
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Magic Number,The method contains a magic number: 11,112
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Magic Number,The method contains a magic number: 21,112
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Magic Number,The method contains a magic number: 11,112
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Magic Number,The method contains a magic number: 21,112
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Magic Number,The method contains a magic number: 11,112
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Magic Number,The method contains a magic number: 11,112
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Magic Number,The method contains a magic number: 11,112
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testLength,Magic Number,The method contains a magic number: 11,112
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testRegex,Magic Number,The method contains a magic number: 6,185
commons-validator,org.apache.commons.validator.routines,CodeValidatorTest,testRegex,Magic Number,The method contains a magic number: 6,185
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testArrayConstructor,Empty catch clause,The method has an empty catch block.,139
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testArrayConstructor,Long Statement,The length of the statement "final CreditCardValidator ccv=new CreditCardValidator(new CodeValidator[]{CreditCardValidator.VISA_VALIDATOR`CreditCardValidator.AMEX_VALIDATOR});" is 146.,139
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testDisjointRange,Magic Number,The method contains a magic number: 13,327
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testDisjointRange,Magic Number,The method contains a magic number: 16,327
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testDisjointRange,Magic Number,The method contains a magic number: 14,327
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testMastercardValidator,Magic Number,The method contains a magic number: 222100,435
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testMastercardValidator,Magic Number,The method contains a magic number: 272099,435
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGenerator,Long Statement,The length of the statement "final CreditCardValidator ccv=new CreditCardValidator(new CodeValidator[]{CreditCardValidator.AMEX_VALIDATOR`CreditCardValidator.VISA_VALIDATOR`CreditCardValidator.MASTERCARD_VALIDATOR`CreditCardValidator.DISCOVER_VALIDATOR}`new CreditCardRange[]{new CreditCardRange("300"`"305"`14`14)`new CreditCardRange("3095"`null`14`14)`new CreditCardRange("36"`null`14`14)`new CreditCardRange("38"`"39"`14`14)});" is 401.,493
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGenerator,Magic Number,The method contains a magic number: 14,493
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGenerator,Magic Number,The method contains a magic number: 14,493
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGenerator,Magic Number,The method contains a magic number: 14,493
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGenerator,Magic Number,The method contains a magic number: 14,493
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGenerator,Magic Number,The method contains a magic number: 14,493
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGenerator,Magic Number,The method contains a magic number: 14,493
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGenerator,Magic Number,The method contains a magic number: 14,493
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGenerator,Magic Number,The method contains a magic number: 14,493
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGeneratorNoLuhn,Long Statement,The length of the statement "final CodeValidator cv=CreditCardValidator.createRangeValidator(new CreditCardRange[]{new CreditCardRange("1"`null`6`7)`new CreditCardRange("644"`"65"`8`8)}`null);" is 163.,514
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGeneratorNoLuhn,Magic Number,The method contains a magic number: 6,514
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGeneratorNoLuhn,Magic Number,The method contains a magic number: 7,514
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGeneratorNoLuhn,Magic Number,The method contains a magic number: 8,514
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testRangeGeneratorNoLuhn,Magic Number,The method contains a magic number: 8,514
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 14,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 14,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 14,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 15,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 14,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 14,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 13,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 14,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 14,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 14,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 15,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 17,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 15,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 15,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 17,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 16,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 15,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 17,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 17,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 15,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 17,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 18,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 15,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 17,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 14,532
